Nama Pengguna;Skor (Bintang);Ulasan Teks;Tanggal Ulasan;Balasan Pengembang;Jumlah Like;ID Ulasan
Rahma Putra;1;BCA lama2 gk bisa kerja sama,,, seringkusut sendiri gk bisa dipake;2025-10-08 15:46:42;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
";0;648b2e9f-e676-4d5d-9b15-be8c45cdbf3d
Andin Karina;5;mau masuk susah ..udah ngirim SMS sampe Abis pulsa 20 ribu.. gagal terus ..dengan alasan internet buruk..padahal kuota nanyak sinyal juga kuat..payah bca;2025-10-08 15:34:24;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.

";0;7201833e-be88-4994-913b-f59b5cb25154
Ariski Pratama;1;woiiii , gangguan cok;2025-10-08 15:11:15;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
";0;d7c3e1d6-7bb7-44b1-b2a9-d9aaf15b9ec1
Dika Saputra 2;1;bca kont tolong di benahi sistem mu malem aku urus kerjaan gakk bisa sama sekali masak harus ke ATM;2025-10-08 15:01:53;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;86cb98d0-ca3f-46ee-8876-103da9e06dc7
Catur Natalia Herlin;1;Sekarang jadi sering error, udah update versi terbaru, jaringan juga bagus erroooorrr meraaaah terus;2025-10-08 15:01:33;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;bd7f15a2-e739-4045-bca3-4e38e1581105
Faisal Akhwin Khadis;1;bug mulu kocak;2025-10-08 14:59:48;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;6c5a2e13-cb24-4605-8ca5-ab66281b86aa
fina kurnia;3;bbrp hari ini lemot dan eror...;2025-10-08 14:58:43;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;94a9027a-12e1-4e3e-b83f-17b2ff33b18e
Sukry Hartama;1;jaringan harus stabil baru bisa di gunakan;2025-10-08 14:46:53;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;46f1d7a1-8087-42cf-af8d-32132d3eb9c1
huseyn. DRJSRJN;1;INTERNET STABIL TAPI MASIH MUTER² MULU , APA EMANG SEBERAT ITU TO APLIKASI NYA????;2025-10-08 14:43:38;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;4dd66590-abdb-4eab-a3ce-fe1e7b0c6c33
Alif Al Amry;1;INDIKATOR KEBANYAKAN MERAH SUSAH BUAT TRANSAKSO NAJIS;2025-10-08 14:42:56;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;d368d766-206f-4689-9154-9db97bbbef78
OmarDanish;1;susah hijau nya sinyal;2025-10-08 14:39:44;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;2f010568-4fab-4405-8153-33eb16188a10
BANG OCIM chanel;1;ini gimana sih aplikasi nya.... indikator hijau giliran mau tf malah ke merah kalau udah gak bisa pake aplikasi mending buang aja aplikasi nya;2025-10-08 14:32:30;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;b4e65b02-e02e-48bf-ab5c-8d12b28b4006
Erik Hudaerik;1;makin lemot aja parah;2025-10-08 14:31:47;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;362fcb2f-dfaf-47ed-8f6c-aab44b0eddc3
Bapak Gaming;3;APLIKASI BCA MOBILE EROR TERUS SANGAT MERUGIKAN;2025-10-08 14:25:33;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.

";0;07be7533-3fad-4875-bb95-02f6f93c322b
Muhammad Janua Fuadi;5;kenapa BCA Mobile saya tidak bisa dibuka padahal sudah saya update?;2025-10-08 14:22:17;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
";0;4c0a06e6-2eaf-4343-90b6-80b9f3f7e26b
Rifail Hamdani;1;lemot banget;2025-10-08 14:15:25;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.

";0;47b04701-5acc-4c3a-adf5-068fddda2eeb
Adam Jauhari;1;sinyal dah bagus masih merah aja mau transaksi aja susah;2025-10-08 14:09:00;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;a0d4b4ea-789e-4262-b71e-f6f353774bee
Five Times;1;bangsatlah merah terussssss. kacau semenjak diperbaharui;2025-10-08 14:07:34;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;2d579902-1624-4888-8375-db6c59d6b1c8
Mdn ZM;1;apaan coba suda minta verifikasi berkali' belom ada pesan balasan;2025-10-08 13:48:38;"Mohon maaf atas kendala yang Bapak/Ibu alami, untuk proses verifikasi m-BCA di HP pastikan pengaturan SMS dapat dilihat pada: Setting > Apps > pilih aplikasi BCA mobile > Pastikan always allow pada send SMS Premiumnya. Untuk nomor HP yang terdaftar pastikan jaringan stabil dan tersedia pulsa.
";0;8bb64381-1424-40b5-a213-2ebf34cf8ae4
Demit Berkelas;1;data sudah masuk tapi proses gagal error terus...setelah itu banyak no tidak di kenal masuk..sunggu mengganggu;2025-10-08 12:48:00;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
";0;d7ad5d1b-056b-486e-893b-0f3b774d222f
Mochamad zaenal;5;DAFTAR JADI NASABAH BCA TAPI LEWAT ONLINE DAFTAR NYA, ALHAMDULILLAH LANCAR KARENA APLIKASI ONLINE BCA OK BANGET.;2025-10-08 12:01:02;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
";0;4f8e4836-7c87-4056-bb1b-8552b4d654e7
Yesus Kristus;1;Mau ngaktifkan bca mobile susah amat,pulsa sampe habis kirim sms tulisan gagal terus dibilang koneksi terputus padahal sudah pake paket data dan wifi sama aja parah ini;2025-10-08 11:41:46;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;ba459f9f-5fa2-466d-b1f0-396f88223fdf
haris harjuno;3;kode otp nya masa kagak di kasih kasih, yg bener aja nih BCA!;2025-10-08 11:35:49;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, namun untuk SMS penerimaan kode OTP membutuhkan ketersediaan pulsa minimal Rp1.000,-. Mohon pastikan tidak menggunakan WiFi, menggunakan koneksi dari nomor HP yang terdaftar (pada slot utama), pastikan jaringan dalam keadaan stabil serta silakan dapat mencoba secara berkala.
";0;c3fa15b7-29c9-4a74-84af-bae98957a6bc
kuliner ngiler bandung;1;parah tidak bisa masuk ,malah pulsa abis;2025-10-08 11:29:55;"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.
";0;fe10a00e-4d2a-41e4-93f5-f58555eeece4
Rosyiqa Tjoa;1;gajelas setiap SIM satunya g ada sinyal disuruh verifikasi ulang mulu mana pake pulsa lagi ngerugiin banget;2025-10-08 10:57:03;"Mohon maaf atas ketidaknyamanan yang Bapak/Ibu alami, pastikan aplikasi Bapak/Ibu sudah versi terbaru jaringan internet dalam keadaan baik dan stabil tidak disarankan menggunakan wifi setelah itu dapat mencoba kembali di lain waktu.
";0;42238eb0-2b4e-434b-b986-4a26dfa9a5a7
mikami yuri;5;sangat bagus dan bermanfaat bgi masyarakat;2025-10-08 10:26:22;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.

";0;6e0e8bf9-4963-4fb6-b857-6acfe7496aef
Suci Mulia sari;5;sangat bagus dan bermanfaat bagi masyarakat;2025-10-08 10:26:20;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.

";0;9edcfda6-0060-4ba3-8742-bb505a56c479
Jp T;5;sangat bagus dan bermanfaat masyarakat;2025-10-08 10:26:13;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
";0;44428b51-a3b3-4638-ad86-d7823a44fffc
Muhammad Aang Bahagiana;1;Masa transfer saldo saya dari bca mobile blm masuk ke bank lain dari kemarin? dan masa harus nunggu 5 hari kerja untuk mendapatkan info lebih lanjut terkait transfer saldo saya blm masuk ke bank lain?;2025-10-08 09:07:58;"Sangat disayangkan untuk kendalanya Bapak/Ibu. Transaksi transfer melalui fasilitas m-BCA bersifat online. Jika dana di rekening sudah terpotong namun belum diterima oleh pihak penerima dan tidak ada nominal tersebut pada mutasi rekening penerima dana, dapat kami sarankan Bapak/Ibu hubungi Halo BCA 1500888 melalui aplikasi haloBCA bebas pulsa.
";0;35165424-d659-42e3-8633-69da8515f819
biji kurma;4;verifikasi gagal teruss;2025-10-08 09:01:04;Mohon maaf atas kendala yang Bapak/Ibu alami, untuk proses verifikasi m-BCA di HP pastikan pengaturan SMS dapat dilihat pada: Setting > Apps > pilih aplikasi BCA mobile > Pastikan always allow pada send SMS Premiumnya. Untuk nomor HP yang terdaftar pastikan jaringan stabil dan tersedia pulsa.;0;013bf229-6c92-4fb4-9796-a8516b3f7d5d
Achmad Safari;5;sangat puas;2025-10-08 08:50:55;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
";0;1b7c10ca-0234-48c5-83d2-7d8794875666
Salza Mardiyah;2;kenapa sekarang susah masuk mbangking ,padahal kemaren dah ke bank ,ini mlah rilog lagi coba sms gada balesan ,terus gimna makenya ,parah si;2025-10-08 08:11:59;"
Mohon maaf atas kendala yang Bapak/Ibu alami, untuk proses verifikasi m-BCA di HP pastikan pengaturan SMS dapat dilihat pada: Setting > Apps > pilih aplikasi BCA mobile > Pastikan always allow pada send SMS Premiumnya. Untuk nomor HP yang terdaftar pastikan jaringan stabil dan tersedia pulsa.
";0;05ccceed-4ee1-4532-8f2d-7957afc53c19
Egi Hidayat;1;hp maasih sama cuma kartu sim nya lupa, ribet susah masuk verif coba pake gmail aja bikin susah kalo kartu sim yg ada di bca mobile harus nempel terus di hp;2025-10-08 07:58:52;Mohon maaf atas ketidaknyamanannya. Saran dan ulasan Bapak/Ibu akan menjadi bahan evaluasi bagi kami ke depannya untuk pengembangan aplikasi yang lebih baik.;0;87432e81-09b5-4752-b8ff-dd5b0edcdf6d
Mayang Irawan;2;aplikasi lemot bgt muter mulu;2025-10-08 07:24:00;Mohon maaf atas ketidaknyamanan, untuk kendala Bapak/Ibu dapat dipastikan menggunakan koneksi internet stabil tidak menggunakan jaringan WiFi dan mencoba secara berkala.;0;27e220ac-f35f-46b6-a1b9-e705d61ce250
Syaiful Fajri;1;apk bikin ribet, jaman udh canggih lol,, ngapain dikit2 ke ATM ke kantor,, norak bgt si petinggi nya kaga ngerti jaman modern apa dia hidup dijaman batu;2025-10-08 05:46:37;"Mohon maaf atas ketidaknyamanan, jika ingin mendaftarkan no HP utk m-BCA, maka Bapak/Ibu dpt registrasi di mesin ATM BCA dengan langkah: -> Masukkan kartu ATM dan PIN ATM di mesin ATM -> Pilih menu ""Daftar E-Banking/Autodebet"" -> Pilih ""Mobile Banking"", ikuti langkahnya hingga selesai. Utk aktivasi finansial m-BCA bisa menghubungi Halo BCA 1500888.";0;9e92b7ca-3553-4d14-9718-7c4aad254418
irma niaga;2;hari ini bermasalah ya m banking .;2025-10-08 05:46:30;"Mohon maaf atas kendala yang Bapak/Ibu alami. Saat ini tidak ada kendala penggunaan fasilitas m-BCA dan dalam keadaan normal. Mohon memastikan jaringan dalam kondisi stabil.
";0;826bd4bf-0c0f-4170-97e1-b74f668f494c
Elona Jaskinta colektion;5;lebih fleksibel;2025-10-08 05:29:06;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
";0;9c434bba-b4d7-4a35-b93c-918f881d3fa6
Ujang Supriadi;1;parah ini mah g bisa di buka dan verifikasi susah;2025-10-08 05:28:47;Mohon maaf atas kendala yang Bapak/Ibu alami, untuk proses verifikasi m-BCA di HP pastikan pengaturan SMS dapat dilihat pada: Setting > Apps > pilih aplikasi BCA mobile > Pastikan always allow pada send SMS Premiumnya. Untuk nomor HP yang terdaftar pastikan jaringan stabil dan tersedia pulsa.;0;0e9439d3-a978-4148-befd-f7ffebc1ed98
arkan boy;1;semenjak di update jadi lemot..lelet buka aplikasinya... gak cepet kayak dulu..satset..;2025-10-08 05:27:17;Mohon maaf atas ketidaknyamanannya Bapak/Ibu, untuk update aplikasi dilakukan salah satunya untuk memperbaiki bug dari versi sebelumnya, kami sarankan silakan dilakukan update aplikasinya untuk kenyamanan transaksi ke depannya.;0;cc991774-5611-405c-8fd0-b9f75c9e48c8
Kuli Payah;5;respon cepet;2025-10-08 05:11:33;"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
";0;7a6be16e-0fd0-4ae6-9285-fb6d44ea76de
Etna Puji;2;tiap masuk ke game gebyar bca kenapaa ga bisa2 yaa, koneksi terputus terus, padahal sinyal bagus2 ajaa..;2025-10-08 04:53:44;Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon memastikan koneksi stabil serta disarankan tidak menggunakan WiFi dan mencoba secara berkala.;0;e768399b-3220-4851-bad2-f5bda7d2cca9
Neesan Ngapak;1;kapitalis;2025-10-08 04:51:14;Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.;0;d569f9fd-b167-4795-88cf-ce9f07dbb467
Irman Irman;5;BCA terbaik... pelayanan yang sangat memuaskan;2025-10-08 04:50:44;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;1e2578c1-0f82-42e9-a06b-a55363fea55c
Music TV;2;ribet Musti domisili ini itulah ahh cape mending brimo no ribet²;2025-10-08 04:16:26;Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.;0;b0bdeb72-3412-492f-b901-b910b213aa26
Muhamad Zaelani;3;Bca mobile sayah knp gak bisa di buka padahal pulsa ada sms gagal mlo aneh bner.kaga ada update pula malah suruh di update ngaco;2025-10-08 01:31:04;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;436e8d04-3252-4353-865f-cda0861d01e1
Syahidien Mohamad;2;Mau login harus aja diarahkan harus ke ATM, sedangkan di daerah kami mesin ATM BCA jauh;2025-10-08 01:04:52;Mohon maaf atas ketidaknyamanannya. Untuk login ke m-BCA pada aplikasi BCA mobile membutuhkan kode akses yg terdiri dari 6 digit alphanumerik tanpa harus ke ATM. Namun apabila m-BCA terblokir, utk reset m-BCA yg terblokir, Bapak/Ibu dapat menghubungi Halo BCA 1500888 kemudian registrasi ulang di mesin ATM BCA.;0;cfa2d73a-6944-48a6-8768-47b2c4427dd9
Barang Unik;1;sdh registrasi ulang di ATM, masih saja gak bisa digunakan;2025-10-07 22:19:03;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan X (Twitter) @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.;0;7932edf7-b85b-4de3-8463-08b2139d24e2
Farukmbashahab Mbashahab;1;TRANSAKSI QRIS GAGAL SALDO BERKURANG..MENUNGGU HASIL LAPORAN 20HARI KERJA..( 1BULAN ) ITU PUN SALDO MASIH BELUM TAHU...???? MENUNGGU YANG TIDAK PASTI;2025-10-07 19:01:40;Mohon maaf atas ketidaknyamanannya. Utk proses laporan kendala transaksi QRIS membutuhkan waktu 20 hari kerja nmn tdk menutup kemungkinan dapat diproses lebih cepat. Mohon kesediaan Bapak/Ibu menunggu proses yg sedang berjalan.;0;7281b58b-0e39-4366-8ac2-6860e3d284a8
winar Listiani;5;baguss;2025-10-07 18:51:37;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;18925e2e-2219-467b-842e-74ce6f5d7c59
Ayi Diana;1;kejadian 2 kali transaksi memakai Qris untuk pembayaran ..tansaksi nya gagal tapi saldo aaautooo matis ter potong .. dan saya pribadi merasa di rugikan .. karna sya bukan orang kaya saya hanya ojol.ampuun sekelas BCA bisa begini;2025-10-07 18:40:39;Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk lebih lanjut dapat hubungi Halo BCA 1500888 melalui aplikasi haloBCA atau myBCA pada pusat bantuan bebas pulsa.;0;ec8dca9e-da02-4d94-a5dc-9c66a209dd13
Yudiseal;1;habis update malah gabisa qris gajelas;2025-10-07 17:47:47;Mohon maaf atas ketidaknyamanan Bapak/Ibu. Mohon pastikan jaringan dalam keadaan stabil dan tidak ada kendala pada device yang digunakan. Kami sarankan dapat mencoba secara berkala.;0;027564e2-6067-4de5-992a-fdbe57bef9fa
Dimas Satria;5;cuma sekedar saran aja kalo perlu ubah lah kalo verifikasi kode otp jangan pakai pulsa tambahin opsi kirimnya via wa kaya gopay. masa m banking BCA kalah sama pinjol yang udh verifikasi lewat wa;2025-10-07 17:13:54;Terima kasih atas saran dan ulasannya. Hal ini menjadi masukan bagi kami untuk pengembangan aplikasi BCA mobile demi kemudahan dan kenyamanan Bapak/Ibu.;0;b1dd7da3-a4f6-4b0f-8f18-aee41d3a742e
Saeful Musthafa;5;okee;2025-10-07 15:48:48;Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.;0;18b4597e-4ddb-463e-ae38-4e467daa559e
