Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan
Renal Diansyah,1,sangat susah untuk mendaftar pusing saya bulak balik crome tapi GK selesai selesai malah balik lagi ke awal . saya saran kan buat yg susah buat login pindah apk sebelah iqiyi viu atw wetv lebih bagus,2025-09-05 02:55:09,,0,4094c7ee-b457-4a33-8023-3db25fc5ff48
listia oktaviani,1,"Sorry bgt, mulai dari awal pendaftaran sistemnya buruk bgt, mempersulit bukannya mempermudah. harusnya dibiarkan login dulu sampe selesai, kalau udah login, trs mau nonton yg baru suruh bayar. ini mah masuk aja blm, blm tau di dalem nya ada apa aja eh udah kena tagihan. kalo tb tb pas udah bayar trs ada kegagalan login gmna? atau film film yg dikehendaki ternyata engga tersedia dengan baik gimana? rugi dong yg udah bayar.",2025-09-05 01:42:04,,0,c343c1f4-dd8e-4933-82d4-6ece095d854b
ANDREAS SIMORANGKIR,5,very good,2025-09-05 01:30:27,,0,033c8add-c5d0-4518-b7a0-558dac85f12a
amy yunica,1,knp GK pke suara asli TERS dikasih translate dibawah.. dubbingnya jelek banget... merusak film😑😑,2025-09-05 01:10:41,,0,f13a70bb-f5c7-430a-969a-c33f8695a357
Yeni Mlywty,5,"neflix bagus film-film yang aku suka tonton hampir smua ada di neflix ,standar kualitasnya juga bagus dan jernih",2025-09-05 01:00:23,,0,60d3e621-097a-4885-b37c-f68c605d8651
Dimas,1,mau login aja ga bisa sandi salah terus padahal udah bener,2025-09-05 00:00:12,,0,2f4ccdf5-0264-4aca-a654-a795d7805382
Fiero Aja,5,a very helpful application for watching the latest films,2025-09-04 21:42:49,,0,d86803fe-fa17-4d60-998c-aa6269b55b35
ALL,1,"amit amit dah, bukanya apa yaa... mau masuk login aja wajib berlangganan. ga berlangganan ga bisa login. apalah daya yang buat ngecek film doang? anehh",2025-09-04 19:26:33,,0,68c9e553-2ac1-44a9-bbe7-bdd8e81c0e1e
Desi Ratna Sari,1,tidak ada konfirmasi pembayaran langsung potong saldo parah sekali,2025-09-04 17:23:08,,0,89678f43-2445-42d1-868e-d649d8ee5e78
HASNAN SALIM,1,tidak dapat menonton download,2025-09-04 16:31:10,,0,bd626821-2ed9-45f1-a28d-4db410459065
Nurlina Addy Nurung,1,"Langganan makin lama, pelayanan makin buruk",2025-09-04 15:34:00,,0,0f8337dc-4b09-46c4-bf74-fada077daebc
Enung Ratih indahsari,2,"langganan Netflix mau nonton Wednesday, tapi di pencarian pun ga ada. kenapa ya?",2025-09-04 15:27:18,,0,88c4c509-f85b-4301-b4e1-a07f7d321ce1
Intan Kim,5,Bagus,2025-09-04 14:25:45,,0,b8728886-e561-430f-9b70-738accdb6016
Ilham Iamzt,2,padahal baru bayar 54000 ribu mau nonton pake akun 1 perangkat doang malah kebanyakn perangkat malah di taikin lagi harga nya jadi 120000k cuman di HP min min gimana sih upgrade ko malah naik harganya kecewa bgt😭,2025-09-04 14:24:49,,11,a0aab133-5dca-422c-a3f5-12621a8a0ef2
Sheva,1,saya baru bayar tadi siang tapi kenapa gak bisa masuk yaa tolong perbaiki netflix,2025-09-04 13:07:39,,0,74efe148-da03-4c1e-8caa-03705dc53998
Hana Marlina,4,film y itu itu aja payah,2025-09-04 11:49:11,,0,f5770c57-468a-4047-9df4-70c95a2e56e8
Emon Chalim,1,"saya tidak ada berlangganan tiba"" kepotong, permintaan refund juga di tolak, apk sebelah aja minta refund masih bisa",2025-09-04 11:11:09,,0,1b0a7a85-3927-415f-b37b-1add8805c497
Farisi Adham,1,film nya tiba-tiba hilang di bilang nya kita pakai proxy atau VPN.. btw film yg saya tonton better call saul hilang terus film nya saya harus restart akun logout/login hapus aplikasi terus download ulang hapus data cache kadang tetep gak berhasil juga kesel banget mau nonton udah bayar kok jadi ribet gini habis series ini kayak nya auto berhenti berlangganan mau mencari jawaban untuk permasalahan saya juga bingung mau kemana.. tidak ada solusi,2025-09-04 10:19:26,,9,e95584c3-c5b0-4cb1-a7bf-c9527a563f41
Marding Sebuku,3,mantap,2025-09-04 10:03:33,,0,23660c73-7904-468f-9b11-166d672faf69
Kang Manto,5,MANTABBBSSS,2025-09-04 10:02:38,,0,c816bdf1-5b27-498f-85ee-2aa50dc5ad0b
Rigel Sporta,2,ini apaan si akun gw dipake 2 device padahal udah gw log out in smua tapi sama aja gak bisa,2025-09-04 08:58:42,,0,325d9e89-39b1-48f0-883a-b7d1738ebe86
Dandi Mardian,1,not good,2025-09-04 08:03:35,,0,e312ae32-ae34-4051-8ef1-10927a268324
Aqilla Putri,5,jelek banget,2025-09-04 07:44:27,,0,8c3e46e6-1f99-4b44-bf54-b9a6b7838759
Dina Muliana,1,terlalu ribettt daftarnyaaa,2025-09-04 06:25:54,,1,c2b8a22e-abda-4e10-947e-42924b404c10
Juvinessa Robot,1,APK ELITE LOGIN SULIT. LOGIN DOANG RIBETNYA KEK NGURUS SURAT TANAH,2025-09-04 04:32:47,,1,37e4592f-9ec6-4bed-9621-de94f4b06fa5
Ahmad Widyan,2,apa si gajelas bet dah di muter muter udah bayarr gw Masi aja di ribet ribet kecewa apaa afk ini trus aja di muter muter suruh ganti ulang sandi udah di ganti ttep suruh ganti lagi di kirim link baru beberapa menit yang lalu pas di pencet udah kedaluarsa di minta kirim lagi kedaluarsa lagi ini gimana si pusing gw,2025-09-04 04:10:08,,0,28700a9c-3873-4b7d-ad37-121474756ca8
Mega Retno,5,"netflix ku tiba² gak mau mendownload. padahal jaringan bagus memori juga bnyak, biasanya sangat lancar tapi tiba² gak bisa lagi di dowload cmn 1%trus. sudah saya hapus dan download kembali aplikasinya berulang kali dan sudah restart hp, memastikan wifi aman juga sudah. jadi ntah apa yg salah. mohon bantuan nya netflix atau sesama costumer yg lebih paham 🙏, terimakasih sebelum nya",2025-09-04 03:41:44,,172,62920a5d-0b7e-44d3-876e-220cfd9ac8f1
Ayu Pratiwi,1,gajelas pelayanan buruk tidak dapat membantu sama sekali,2025-09-04 00:58:40,,1,af3bf4fe-e17e-48e2-898d-69ab8d5eb383
Rayyan Athallah,2,"tiba² suka berubah grafiknya jadi yg low padahal udh bayar yg hd, dan saran film lama tayangkan lagi",2025-09-04 00:20:52,,0,5ed3dc28-2dbd-45b4-befb-c69d29de381a
Jeremia Werung,5,Saya bayar lewat MyTelkomsel untuk Netflix Basic Standar. Tapi Hanya di berikan DASAR untuk 1 perangkat 🥺.,2025-09-03 23:42:07,,0,0baea48a-e754-4a83-b2be-da423854edec
Rudi Darmawan,5,Netflix good nice,2025-09-03 18:49:42,,0,173946a9-d637-4019-9212-db21c8c3261b
Beryl ok,1,duit gua diambil netplik,2025-09-03 16:51:21,,1,dacf8ba4-2b27-4e06-92ae-14f2b60cd0d0
Zhafira Farahiya,1,sebulan mau play film gabisa-bisaa. loading terusss pdhl jaringan juga kenceng,2025-09-03 16:51:00,,1,f3b72b3a-e125-4df7-ab12-e4cf71cfa0ef
Asrar Ahmad 44,5,video sexy ya gan yang penting adalah di mana mereka berasal dan tak lama setelah itu sexy yang paling penting dari sebuah perusahaan swasta di Indonesia ensiklopedia yang sama dengan cara yang lain 🙏🙏🙏,2025-09-03 16:29:56,,0,87ef6f1a-ef6d-4a1d-a640-46082965bbfd
Sakira,1,ini apaan gabisa login jir,2025-09-03 14:43:31,,1,be48ecb1-013c-4fda-b8a6-c0e3a3036558
Andi Achmar Fadli,1,ribet buat login,2025-09-03 14:21:10,,0,9e990796-3dcc-443d-9f58-aea27a0f6bea
skudbdn skudbdn,1,apa siii saya udah bayarrr ... pas udahh bayarrr kenapaa gbsa ditonton videonyaa.... nyesal saya bayarrr....tolong balikin fiture yang lamaa..... nonton videooo selalu erorrr... dan layarrr hitammm ... hapus aja apk nyaa ... biae tidak banyak orang orang dowload dan buang buang uuang,2025-09-03 14:07:34,,0,0581f758-436c-4ab9-8c1e-e1b48472a866
Agung New'season,2,ini dafar ny gmana.?,2025-09-03 14:05:49,,0,dc30bc47-04a4-477f-a32a-8d7848b3493b
Danu Ramadhan,1,loading doang,2025-09-03 13:44:20,,1,d5020710-faf7-4955-8b45-22985cdf6bcb
Klara Indri,2,"buat yg gatau, ini aplikasi berbayar/berlangganan.",2025-09-03 13:14:33,,0,479c65d6-fa0c-49dc-bc2d-219e32735aa3
Uni Yunika,2,sandi udh bener tapi tetep salah dan gabisa masuk ke akun,2025-09-03 07:45:10,,0,e110a5b6-85cd-4b7f-bbca-4a415d0d4291
Fitriyah97 Manis,4,error loading,2025-09-03 07:19:39,,0,9f81e690-c88e-4dc0-afd2-2e1c6251d042
Dafa Putra,1,uda beli langganan di netflix tapi pas mau masuk akun selalu gabisa sandinya mana uda beli langganan nya amit,2025-09-03 05:52:51,,8,952534ab-6941-477d-aeda-bff1b3457ddf
Akhmad Hikami,2,film yang di tonton ketika berhenti lalu ingin di lanjutkan suka menghilang,2025-09-03 05:32:57,,0,767eecd7-90a2-4df6-bf83-6e3f8693a41a
Diana Pebrianti,3,maaf ni netflix kenapa lagi? daftar putar yg d tonton tetiba ilang.. pas ada d beranda mau d buka gak bisa.. perbulan saya bayar lho ini,2025-09-03 04:42:51,,11,e9dfbea0-02f8-46bd-81db-128bc6d07b2a
Sharil Ril,1,"ini gimana login nya, padahal email sama sandinya udah bener malah ga bisa-_-",2025-09-03 04:28:07,,0,d06c9929-23a7-4a30-8d1b-bf5298a87d0d
Adi Putra,1,eror mulu,2025-09-03 02:15:06,,0,60920446-d831-4a93-94b5-437f3dc2b738
GAME JAVA ID,1,"lu klo gk niat nayangin animasi mending gk usah tayangin apalah satu series isinya 25 eps tp lu cuma tayangin 20eps udahlah langganannya mahal gk lengkap pula vinland saga,fruits basket dua series ini yg eps per seasonnya gk lengkap",2025-09-03 01:36:40,,0,cb27b8e3-e0ff-4946-9819-bf05a18add9f
Suci nur Azizah,1,serius mau awal daftar langsung berlangganan?!?!! gilee pemaksaan,2025-09-03 01:12:42,,0,c0b57652-746c-4b45-9d28-feb9a6ac5a06
random video,5,siop,2025-09-03 00:26:13,,0,79ceee3b-7ce8-42a3-b9c1-9bde6baa49bd
ADRIAN,1,app terburuk mengapa kalian tidak menyematkan fitur kualitas vidio tanpa perlu memandang perangkat keras/ lunak,2025-09-02 23:31:00,,0,2470bedc-c5c2-4d51-b21b-006975cffd49
Afandi Milanisti,3,tambah film horor indonesia nya..,2025-09-02 17:25:15,,0,82824b16-51d1-4939-85c5-f7a9bb55edbb
Indra Setiawan,1,gak bisa masuk padahal sandi email bener gak jelas apk ini jangan download,2025-09-02 15:04:35,,0,d3fa8cfc-8be0-40b4-9c4d-c90be23487ca
Jimmy Tobing,1,"aplikasi jelek, udh bayar ehh pas masuk ke akun ga bisa lagi. TOLONG KAU BALIKIN AJA DUITNYA KALAU GA BISA DIPAKE NIH APLIKASI.",2025-09-02 13:54:39,,0,53bee4ec-b1ea-44bd-b650-252765aef4cd
عاطفة عَليا الزهراء,1,"padahal nonton sendiri pake akun sendiri 1 profil doang masa keterangannya ""Terlalu banyak perangkat yang menonton di akunmu saat ini""?",2025-09-02 12:43:31,,0,1f2d9a6b-014c-4dda-8624-70e3a08ec28f
papah el,3,"bug anjaay,tiap play video muter muter mulu,wifie kenceng,udh 3 hari ga bisa play video,muter muter mulu,benerin dulu tuh bug ny!!",2025-09-02 12:19:54,,0,4e3ed9ac-d049-4c5c-87ed-f6ee55156f59
Fahmi Ganteng,1,jelekkk anjj apknyaaaa,2025-09-02 12:04:33,,0,05156584-229e-48ff-b8e4-e27cd472b6ec
Ayu Putri,5,Pelayanan customer service netflix super duper cepat. Saldo shopepay sempet terpotong gara² netflix padahal sudah nonaktif akun netflixnya. Tapi waktu chat ke Cs langsung respon dan uang kembali. makasih banyak,2025-09-02 11:22:06,,103,ffed9df1-173a-4977-872d-9a9b1a104b98
bila,1,"ga bisa di putar vidio nya,padahal udh saya bayar,gimna sih ini ,tolong di perbaiki dong",2025-09-02 11:17:44,,0,6cab2466-ef87-4e1e-8767-f551931362f3
Dimz Dimzen,1,"apk gaje, gabisa login padahal sandi udah bener",2025-09-02 10:11:20,,0,057d93e3-022b-42b5-9bc7-146d8b38d9ad
Putri Pinasti,1,udah daftar udah punya akun udah bayar pas nontkn film muter²doang sampe setengah jam padahal jaringan oke kuota aman,2025-09-02 07:34:40,,0,2ac3d637-a38f-44dc-ac1c-74965c8f0c59
Saputri,1,"mau masuk gk bisa, bikin akun juga gk bisa, aplikasi gk jelas",2025-09-02 06:08:18,,0,b1f47925-a809-4208-9276-64e6a404a868
Nayla Priyanka .s.,1,login aja susah amat,2025-09-02 02:03:31,,0,08b3f81d-f7ca-40b1-85f4-13ef08c21af2
MUHAMAD HADI KURNIAWAN,4,apk nya bagus tapi tolong dong kasih kecepatan Vidio nya sampai 2x kalau Udah ntar saya kasih bintang 5,2025-09-02 01:11:29,,1,943af856-01c4-4cf3-9655-f1db08145f16
Iqbal Osman,1,"sudah batal langganan, kenapa tetap terpotong saldo saya secara otomatis",2025-09-02 00:48:49,,0,e890048c-47bc-488a-84e9-b396d82bafe9
Brita Max,2,Gak recommended apk nya,2025-09-01 17:17:06,,0,66fde854-b3f6-4c90-822d-229718242dd5
Adityakawee,1,"sering terjadi masalah saat memutar video (5.10) sudah dicoba berbagai cara tetep ga bisa, kadang lancar kadang ga bisa. kalo gini terus mending stop berlangganan",2025-09-01 16:15:20,,2,e75ea10d-3bb7-48fd-a8fa-2f0fc338e765
B,1,notgood,2025-09-01 16:09:29,,0,31aa0683-7139-4b88-8784-5cb9238a9059
Galih Aditama,5,bagus banget saya suka nonton drama.,2025-09-01 15:21:50,,0,04f108a1-8cc3-4b64-a0e4-60bdf81390ff
siti choriah,1,"Gak bisa buat nonton. cuma muter aja, padahal sudah ganti pakai wifi tetap saja tidak bisa. zonk...!",2025-09-01 15:20:15,,0,cde19f36-6044-44f5-b62d-8af8bff5d196
Thrift bydesma,1,udah bayar tapi gabisa nonton keterangan nya pembayaran di tunda udah jelas udah bayar,2025-09-01 15:04:41,,0,8e21674f-8c89-44fe-a4d0-43dc0aec6f70
danielliance anggraini,1,"ni apk g niat ajg, dri tdi kesalahan mulu, ni hapus aj apk dri play store, nyusahin gblok, mau login aja kya mau lewatin jembatan siratal mustakim kntol",2025-09-01 12:30:07,,0,d60efc4b-59ba-4c69-9e8f-9d220061d22a
this alea,1,kenapa disamsung A06 gabisa putar film?,2025-09-01 12:09:50,,0,4d573adc-05a6-43f2-94c2-a2bac6d6db9f
Anggun Lauraanggun,1,sy tidak bisa masuk di netfix padahal sy sudah memasukkan email sy tapi tidak bisa masuk juga,2025-09-01 12:09:32,,0,b895683c-b896-4ae9-864b-b4b43db1af4a
Eril Arif,2,"jaringan aman, buka aplikasi lain lancar, nah knp neflix buka film malah muter"".",2025-09-01 11:19:42,,4,0e488aa7-24e5-4cf0-89e5-46ae293ff970
Hyudi Bisnis379,1,bagus,2025-09-01 09:43:13,,0,c42ac89f-8135-4984-bd17-c98625ee2d48
Imam Syafii,5,bagus,2025-09-01 08:31:59,,0,bb6e7033-581a-4d79-83b6-7de3da340e66
Rintang Wijaya,1,"Daftar kurang lebih 3 bulan yg lalu, abis tu ga bisa login. Sampe sekarang 1 September 2025 ngga bisa login, tapi selama 3bulan ini saldo otomatis kepotong hampir 200ribu njirrr. Aplikasi ga jelas, mending bagi yang mau download dipikir-pikir lagi. :( Kecewa banget, login ga bisa tapi kepotong otomatis saldonya.",2025-09-01 08:18:38,,0,c3e6420f-2532-4570-a191-7439368a21a2
alvi devari,5,sebenarnya Netflix ini bagus banyak film dubing nya mempermudah banget dan semuanya lancar lancar aja walaupun ketika kita coba log in atau masuk sering terlihat sandi salah padahal benar itu restart aja terus aplikasinya dan kalau benar tidak bisa masuk nya mending pakai email atau ganti kata sandi rada ribet sih dan juga filmnya tidak terlalu lengkap tapi bagus dan keren jadi ya lumayanlah untuk Netflix semoga bisa di perbarui untuk memperbaiki bugnya dan perbanyak filmnya,2025-09-01 07:02:23,,258,bad47b99-5a1c-4ff4-92f9-84808d237ae2
Kobra Rafka,5,"bagus jir tapi minus nya s1 Spongebob gak ada jadi nya merasa kurang,tapi gapapa yang penting ada Spongebob,horee i like Spongebob,lain kali adain Doraemon series + movie Doraemon nya dub indo,gak ngerti bahasa jepang soalnya",2025-09-01 06:42:27,,0,6c10ec82-cd03-44b5-832f-54cff32fefc4
Afriza Nourma Zulpikar,1,susah untuk login ke aplikasi ini,2025-09-01 05:29:35,,0,9194c116-f317-4446-834a-e5bbc90692a2
Alpian Wahyudi,1,knpa jadi GK bisa di buka ini Netflix padahal cuma 1 prangkat yg terhubung aneh .semenjak di perbarui malah muncul notif trus terlalu banyak perangkat.,2025-09-01 03:40:12,,1,8f21f30b-8979-4237-82e0-7e73c2611b22
Alex Candra,1,"pembayaran saya ubah dari shopee pay ke dana,tapi tetap di potong dari shopee pay jadi saya bayar Doble",2025-09-01 02:06:55,,0,b559d045-2886-416c-bbf5-c07666392c1e
Yohanes Erick Eglasias Pedor,1,"sering stuck loading, walaupun sudah didownload tetap gak bisa terputar. hapus data, relog akun, bahkan download ulang aplikasi tetap sama",2025-08-31 23:49:24,,3,d96c2910-9dca-4e99-8d0f-0dc8e11ff851
Alfarizi Ramadani,3,"baru coba netflix sudah payment tapi vidio gabisa play muter muter loading doang,kecewa sih",2025-08-31 18:54:51,,0,7654217f-9275-4ea0-ba80-93bd72ad7e10
Siti Nurhana,1,"orang mau bayar kok ribet bgt gabisa bisa padahal tinggal potong saldo aja ribet nya minta ampun, nol",2025-08-31 17:19:56,,0,0afbdf04-6c75-4770-a5d8-1ac70a1d6ddd
Fikri maulana Ridho,1,"baru memperpanjang keanggotaan, saldo udah kepotong, masih belum bisa, katanya pembayaran tertunda",2025-08-31 16:28:56,,0,fabcb29b-28cd-48b2-aa3e-4ea6af64c767
Syahril Gaming,1,aneh ga jelas beli paket 180p masih tetap saja kualitas jelek,2025-08-31 15:08:30,,0,daffd7c6-4af4-48cd-917a-d1c98bf5e67a
Coconutis Verynut,3,"jujur kecewa, karna beberapa series seperti TAWOG hanya ada 2 musim sedangkan aslinya ada 6 yng membuat penonton menjadi tergantung. beberapa seri juga sudah dihilangkan seperti family guy. overral untuk film² nya lumayan lengkap.",2025-08-31 14:26:55,,10,6998f575-c15b-4499-90b7-bff4b5f43a69
Reza Code,1,Trash app. You have to log in to the TV via the web.,2025-08-31 14:09:31,,0,299c4c51-974d-428b-a901-9d8d305025f7
Iyut Setianingsih,1,"sudah melakukan pembayaran tapi tulisan di tv pembayaran belum di setujui, tolong itu gimana yaa",2025-08-31 14:02:14,,0,691c0092-fa36-477e-88d2-6ca89e57da9d
Rara Aray,1,ribet masukin email aj slah mlu apk rusak,2025-08-31 13:43:45,,0,fa7f9b80-5a3f-4174-8ad2-a78dd0318e4d
Muhammadarifin,1,"sering leg/bug soalnya pas login muter"" terus tak tungguin sampe ketiduran eh bangun"" masih muter""kocak banget",2025-08-31 13:25:23,,0,f5cf9845-d5c6-4d76-b948-5412817661a8
Tirza Kirana,1,bayar cuman buat liat loading aja,2025-08-31 13:22:33,,0,4befb8c8-cb81-403a-b375-7a989c418d91
ANNISA,2,"ini udah 2 minggu saya gak bisa nonton netflix di tv android, loading terus menerus, kualitas gambar pecah², udah di download ulang pun masih begitu aja, cape bgt dah, berasa rugi bgt.",2025-08-31 13:00:57,,5,b7f1b26c-2005-4f7d-af2b-cab9a3bf6af4
Black Land,5,Mantap,2025-08-31 12:30:13,,0,f6dc5665-48cb-4db4-91c0-de8113f04be2
Regina Nebula aulia atmaja,2,kualitas nya oke bgt cmn gada kecepatan 2x trs juga kebanyakan film yg mau aku tonton gada trs jg knp kualitas nya ga hd si plis lah ini aku udah berlangganan malah dikasi kualitas yg minim bener² burem bgt 😔😔😭,2025-08-31 11:44:36,,5,1c8b9adf-6045-4d65-89a5-6ee93ae79c08
galaxy mega,1,kenapa sya sdh tdak berlangganan tapi masih dipotong woii,2025-08-31 09:50:52,,0,fe30dcca-2fb1-4b28-bc9a-b4fa37d6bd84
Fazli,2,"gak bisa masuk + kenapa pas lagi nonton aku dikeluarin dan muncul teks terlalu banyak yang menonton padahal aku udah nonton dari tadi nonstop ,ini nama nya tidak ADILp",2025-08-31 06:46:55,,4,0c09db37-377f-49d4-9d52-26434f203800
Mikael Mike,1,ga guna,2025-08-31 06:45:22,,0,766b9a36-7437-4284-8af6-2158ff9d1ef9
Eifel Llita24,5,sangat bagus,2025-08-31 06:38:52,,0,0048fff3-4595-4888-bd82-29aec2d5e7d1
Faisal Riyadi,4,"Sangat nyaman karena minimnya jeda iklan dalam pengalaman menonton,kekurangannya hanya film yang tersedia cenderung tak lengkap dan terkadang dalam satu series,ada film yang sudah tak tayang,dan filmnya seringkali ngefreeze yang mengurangi rasa senang",2025-08-31 05:23:43,,15,de92136c-2a3b-4ddb-b557-c56d6f62a36d
Apriyani Kornelia Neno,1,mau daftar akun tapi nggak bisa anjir,2025-08-31 05:16:05,,0,d3f18c6f-73c3-4dbb-9ae0-a208c6d055c0
firdausdeverata Deverata,1,buruk,2025-08-31 04:29:06,,0,7f992e5c-0f4a-48c9-96bc-875eca1361c6
Raudhotul Jannah,3,"Netflix gimana si? masa banyak film yang gaada, padahal gw mau nonton The nun, the Conjuring, Willy wonka & the chocolate, dan lain-lain, GW UDAH BAYAR MASA KAYA GINI?",2025-08-31 04:07:00,,0,5a91d25e-0b8a-4750-b889-b511bfa5e041
Fitriana 1,5,buruk. sudah saya uninstall,2025-08-31 03:24:02,,0,3ddf833d-b815-49c2-b0bf-d8321ca12687
Ruggrerio Mahatma,3,dont remove anime🤬,2025-08-31 02:34:40,,0,e2915589-85d1-49d5-87b7-2e628783da92
Handi Ramadhan,1,"berbahaya sekali sistem Netflix sekarang, saya sudah melakukan tindakan pembatalan keanggotaan demi menghindari tagihan bulanan..,katta sistemnya saya sudah berhenti.. tapi knapa diakhir bulan ini tanggal 31,08,2025. saldo dana saya tetap dipotong?????? smpe saya gak bisa belanja kebutuhan anak2. jadi saya memutuskan untuk menghapus akun secra permanen. kalu tidak bisa juga saya bawa ini ke ranah hukum.",2025-08-30 22:23:06,,60,31e96012-2ad0-4217-91b7-e0408df97022
Itnanik Itser,1,"saya gak pake VPN ato wifi, cuma pake data seluler, tapi ada notif dari Netflix bahwa saya pake VPN dan saya jadi gk bisa nonton drama favorit saya. Trus tiba-tiba judul drama favorit saya hilang gitu aja dari Netflix. Padahal saya bayar loh, gak gratisan.",2025-08-30 19:02:46,,0,995ec319-7e40-4ab4-8cc2-1f9186475317
Kurni Awan,1,"ga jelas,udah beli masak salin link salin link aja,gajelas banget",2025-08-30 18:48:08,,0,c333eafc-d1bc-4016-a296-5ab51d17005f
Encep ZM,5,"simple, mudah.",2025-08-30 16:08:08,,0,70f2e194-4c6c-4bc9-b42d-c94ebd9c5420
Emy Rosita,2,"dari tadi coba login atau buat akun baru,tp selalu ndk bisa. selalu diarahkan ke pembelian paket auto delete si kalo kayak gitu.",2025-08-30 15:16:20,,1,b73eca0f-8c18-45c1-9c81-93814c16e91f
Rayhan Dwi,5,"The movie is good, it just seems like sometimes the movie stops for about 10 seconds, only the sound is there, and.. Where is the anime Ranking of Kingsss???? I like that anime and want to watch it again but it's not there :(((. Wasn't there one before..? :D",2025-08-30 15:08:53,,0,12ded63a-b845-4790-a481-e6d8f20cf137
Jackpot Gaming,1,ga jelas pendaftaran aja susah pake salin link tapi g bisa masuk,2025-08-30 13:37:07,,0,f729b00e-e2fb-4b60-af02-12df2c2dd533
Sinta Widiawati,3,"kesel bgt kadang tiba2 film yg lagi ditonton suka ilang, dicari judul nya ga muncul, aneh padahal lagi marathon anime tiba2 ilang tuh film nya gaada di pencarian Netflix",2025-08-30 13:32:17,,0,09e3e1e1-16d6-4412-ba6b-57ad7fca5aed
Daddy Boy,1,ribet login ny kntl,2025-08-30 12:18:44,,0,91ce410d-8a64-4d66-9082-d1a49eb83c1d
dede kusnadi,1,"ampppuuuuuuuunnnnn, taiiiii banget gagal jaringan server Netflix android mau di tv juga sama ajaaaaa",2025-08-30 12:12:35,,0,21569163-fd65-4e5b-9edb-d7dda31147f3
hartini srie,4,padahal sudah bayar bulanan. kok gak bisa nonton,2025-08-30 10:35:13,,0,6c02de4a-7871-4375-a9a0-e8018e213af9
Agustina,5,bagus,2025-08-30 10:04:13,,0,9f84284d-51c5-4f3e-b5b9-e34afefb7452
nurul hanifah,1,"jelek banget, padahal yang login netflix cuma 1 perangkat masak download aja ga bisa katanya ada perangkat yang lagi download ga bangettt",2025-08-30 10:03:37,,0,842ce021-f912-404f-8087-d4129e09f329
Ristan,4,g ada kny infinite castle sia sia beli netflix,2025-08-30 09:52:45,,0,7a91e5f5-218d-478f-8c61-0e69b18ef4bb
Kitty •_•,1,loading yg begitu lama bikin kesal ngabisin waktu,2025-08-30 09:47:38,,0,16922046-1540-4858-a01b-371c3fe38cc0
Wawan Wanto,1,saya ingin batalkan akun dana saya yg terhubung dengan Netflix karna selalu mencuri saldo dana saya tanpa konfirmasi padahal saya tidak pernah membeli bahkan menonton netflik,2025-08-30 09:42:24,,0,a8f4be7d-d88b-4ba0-961f-e0b6a974a302
Hasna Mahira,1,saya daftar bingung banget soalnya harus isi kata sandi maksudnya apa ya saya udah isi kata sandi juga tetep nggak bisa Sama sekali,2025-08-30 08:43:17,,0,2861bb84-58a3-4218-94d6-cdff44906727
Afif Ramadani,1,Aplikasi Ter Ribet Sejagad Raya,2025-08-30 07:53:52,,0,c676cef1-b49d-40a2-9eb8-084902dba243
Iven dacosta,5,ok,2025-08-30 07:03:34,,0,7ccd0d0a-cf73-41db-b95e-43115284d172
fayiz mufrih,1,"aplikasi nda jelas, nda bisa berhenti untul berlanggan dan nda bisa login",2025-08-30 06:03:19,,0,4ca2d8de-fbb9-456c-aa2e-d557d52f2735
Novan Novan,5,bagus sekali menurut gw cocok,2025-08-30 03:28:59,,0,a59f7e31-3fc0-4e20-b0d2-dcc5e8cb5f2b
Alisa Mantap,2,Sering tidak bisa di buka aplikasinya,2025-08-29 20:37:15,,0,318ed3f3-b0a6-4e19-973f-6f744fdaee85
Yeyen Nia Siska,4,"Tiba tiba akun netflix saya tidak bisa di akses, padahal game yang terhubung masih bisa dimainkan. Sinyal HP saya juga bagus. Sudah saya coba mulai ulang HP, uninstal dan instal ulang aplikasinya masih belum bisa. Bagaimana solusinya netflix?",2025-08-29 15:47:40,,8,9fb2a6a5-813d-438b-a680-8b1e0c2213f8
Dewi Kristiani,1,"gila mau daftar aja susah bgt udah daftar, udah bayar, tiba"" akun keluar pas mau login lagi, pasword udah bener, malah gak bisa masuk keterangan sudah banyak upaya masuk, yaaa gilak sihh apk tolol",2025-08-29 15:36:21,,8,a04a0eeb-721d-41f0-98f1-c334a61c686f
Amirul Fata,5,"jadi yang gabisa login tu, langkah pertama salin link terus buka link lewat chrome disitu baru akan muncul opsi paket 480, 720, 1080 dan 4k kalau maih bingung bisa lihat tutorial youtube.",2025-08-29 15:29:21,,19,1fbd7aac-ac07-47eb-9a57-e8bcddb52eb3
Galang Pratama,1,film yang lagi gw tonton kok tiba2 ilang ? di pencarian juga ga muncul ?,2025-08-29 15:23:52,,0,c5a75252-e17b-4790-b8a3-4d636e4f36cb
nine kyuu 5 4 lfl,1,"kesel banget sama netflix, baru ini kecewa. payment sudah masuk tapi tetep ga bisa nonton, mana ngambil yg 120.000 rb, balikin saldo gua. mana metode pembayaranya muter muter aja",2025-08-29 15:20:09,,7,0ac7a730-5b57-46dc-b1ab-f72aa0ecdcaf
Rianpangestu ID,1,giliraan login sistem sibuk aneh banget,2025-08-29 14:18:14,,0,53790531-1c09-4165-8931-6e90c03daaff
